Family_ID,Round,GDP_Growth,Inflation,FX_Change,Volatility_Index,Market_Liquidity,ICT_Demand,SME_Finance_Score,CyberIncident_Count,Digital_Switch_Score,IoT_Device_Density,Natural_Disaster_Impact,Emergency_Policy_Score,Household_Borrowing_Rate,Label,Disaster_Level
4,3,2.2671351232148718,1.961717901984679,-0.08843716383584074,20.1907790805109,58.8547244069199,0.6780448368773735,69.68317070278204,0,0.7111036141809284,93.748417735435,0.5896643063845693,0.4568929074393464,0.10274591053942106,0,Medium
5,1,2.6209811357830173,2.2943128767288616,-0.41782242655622537,28.057800621000972,74.74512682041444,0.5849197166506239,63.6333995134072,0,0.3745219763782643,118.67638462568846,0.3901164772942681,0.2009943029189432,0.6613737363753611,0,Medium
5,2,1.543359877671101,1.3715785281403805,-0.48711925975248516,38.14486334554157,51.66307078303061,0.5531529106564756,50.168942340420614,2,0.8662828253950439,141.12288644004425,0.8014416946695064,0.25084170403637795,0.29124857527005743,0,High
5,3,1.6375410837434836,2.0720864421801797,-0.3355835751608796,34.80626061687903,45.152522950519526,0.9533711862862769,85.99151558749769,1,0.5046264811141254,115.7763140809493,0.5251589587779172,0.6986044199141079,0.9513862184004778,0,Medium
6,1,2.218856235379514,2.2770030049911902,-0.4825621838593026,30.856827486681492,74.21257857451754,0.9988251691877368,91.69046544364309,0,0.7279012578001699,84.07704169400299,0.24166281037458137,0.6116858481883694,0.43606061209230473,0,Low
6,2,1.9935844398327882,1.0885649663973933,-0.38348607639788646,30.59289054070267,63.49660655170667,0.5820572197978952,69.75202678407493,0,0.6145246313686192,119.43722514177819,0.20673530564157383,0.547842563588018,0.429364820389177,1,Low
6,3,2.657123666297637,1.927860730367591,-0.2311892156873067,26.955401952088756,75.56369592995841,0.5272612794391398,78.21089885166828,0,0.433654868128264,135.82646995226065,0.3968592661698217,0.8620017926413268,0.6780795101909313,0,Medium
7,1,2.0459879622393946,1.5983280675969314,-0.2303316521507746,30.410410672830288,77.51308827969532,0.6648655535731062,61.38433129647992,0,0.8077369938692467,89.25093381130259,0.8598958602598796,0.6031185635222773,0.7675685623061896,0,High
7,2,1.7938481493323541,1.7673909307593416,-0.4795660132851259,33.107663989269064,42.14513561485796,0.7308295903807076,81.10988231400665,0,0.790942816915158,85.08978500412142,0.06144791604425892,0.5075948651258559,0.4755587381251365,0,Low
7,3,3.232824384460777,1.9390705934153345,-0.3975410745897489,28.36726076857586,60.03877207435473,0.6024106235379272,50.60687291576003,0,0.537643112350014,93.14654442902983,0.21852600075476314,0.329005078019988,0.21400090171172415,0,Low
8,1,2.387111849756732,1.605108574354579,-0.08513339904595124,34.28306292784348,54.99858196298117,0.6507124558992792,74.43219485493792,0,0.6531645514163134,132.22604259751392,0.8931518188525914,0.8565504065716953,0.7733086427256216,0,High
8,2,2.533764102343962,1.5297167683353554,-0.20071997645321177,37.22464454520772,65.03433588280468,0.6004353678458288,82.21027409203461,0,0.45469541756156384,121.41762936724011,0.1217345689692505,0.6609986000969502,0.3203512748736276,0,Low
8,3,1.7876259068932716,1.81366096699521,0.11501300786970836,23.093696963697223,71.74364788809294,0.8871302842162256,95.90958866148671,0,0.713910977247781,117.84162577732242,0.6296257182641684,0.27396797273820583,0.1751107692938576,0,Medium
9,1,2.2278086377374087,1.365101624454879,-0.06397436525169445,29.03094045634849,51.22360863897476,0.8562889716236304,69.06679085611421,1,0.48541608757225885,97.46359262422378,0.2135113681210251,0.7191187183976606,0.6316401899250133,0,Low
9,2,2.555461294854933,1.3656699484459258,-0.07114138628801217,28.160401825701623,62.27193537492687,0.8174757578804909,88.2595101490515,1,0.806447240629341,103.25656166728015,0.6058668475118884,0.540056596390728,0.0904536669903504,0,Medium
9,3,1.9245032112888487,2.0717493131826012,-0.5775737100911604,33.74929608099456,68.34914319619598,0.6936089285396023,79.88435149717503,0,0.4304310625663646,147.61195090603394,0.3831041668442321,0.8491089788703967,0.9713526750860549,1,Medium
10,1,2.6878490091728358,1.3404823859365376,-0.14722792967331547,24.997349305158586,45.37724331342936,0.954520470657118,96.35060564625402,0,0.30888205369107846,96.843765871057,0.10167689643099187,0.935131677596797,0.632397264412137,0,Low
10,2,2.1996806550405976,2.0665250003636846,-0.31062136033938215,32.80501829904553,72.56267623805067,0.98476627076751,69.91888378297153,1,0.4611048251807511,143.1151796278562,0.5824750675541064,0.6803726505409968,0.9858955209217558,0,Medium
10,3,2.3541531251033616,1.9850365171415805,-0.4101963607076499,37.54978483462976,64.24438399411892,0.5868196563127059,65.9547669936494,0,0.41463149187569204,120.63720531204156,0.683042747084586,0.7852902554506931,0.33889342347863605,0,Medium
11,1,2.1991466938853015,1.1096773084837612,-0.2663969318934943,28.362631995872455,77.98149748454607,0.611506320705939,94.35709993470718,1,0.6049718638349546,88.63075264598734,0.6802726189658028,0.2452726780817326,0.9712051611903979,0,Medium
11,2,3.426139092254469,1.5289741390657379,-0.11095769307770326,38.220313999584405,53.58115676522773,0.7628155140001849,52.46222007041445,1,0.42222197499394576,112.71186647085476,0.6370344090727096,0.6482043640009258,0.14556224772862358,1,Medium
11,3,2.493251387631033,2.277643761218949,-0.19983368179915767,39.86327477866957,44.32583769348795,0.5456252846411227,56.81926964668384,0,0.7579139224316969,146.39841021526132,0.5002247809355458,0.8042719826843794,0.04069477234702845,0,Medium
12,1,1.9711445355220498,1.4075337875441274,-0.475694760268412,22.12184099895904,60.26004804147701,0.7182241994115564,54.12022172920222,1,0.4448223828024024,109.2995918696151,0.5194726168593257,0.597409719582483,0.03298406045460256,1,Medium
12,2,2.9112724560515946,1.614238295076245,-0.15150821728147593,24.66106375969717,43.43243086837755,0.7908956323888551,92.15549782882013,1,0.7241809079475935,140.43705953525534,0.6356401098079596,0.6748400716034697,0.4648703705992271,1,Medium
12,3,1.8895781750144889,1.9848243573007587,-0.42751750841519276,39.00759502964186,78.78106093296027,0.7610367855686666,50.53037116851597,1,0.6470825538082345,97.95000862561955,0.690259361746641,0.9191585484648355,0.08300419747859478,0,Medium
13,1,2.604431797502378,2.113356203713038,-0.25666337620714275,39.166553729627736,41.54739833028766,0.665454291539013,93.08285777485241,0,0.8917499138831306,119.96455062602611,0.6548767388313851,0.3584796576249596,0.5121678841676017,1,Medium
13,2,1.520164938060112,1.6993844455822018,-0.3606700134954268,21.95414550773517,70.14015604429233,0.7712229030386034,72.56338976856334,1,0.899940586205539,139.06964407413815,0.5869455649134517,0.27859720604152954,0.3275005035089005,1,Medium
13,3,1.8359069755507846,1.5609959221233434,-0.34377325034712514,20.299970007542733,61.00409592568976,0.9794004771294239,50.20126394269854,0,0.8217156499903979,144.4481908818787,0.1558389848041184,0.7525148905116008,0.3356289924741156,0,Low
14,1,2.5984306179345618,2.368947944679403,-0.14675140499189807,23.222000465128446,54.744826099931544,0.603008702145688,70.0822588606021,0,0.7559900215792508,114.00763570059105,0.21061653849286177,0.8582791244179553,0.6356089965451698,0,Low
14,2,2.8692332899977053,2.4955598655190316,-0.5080387439631796,39.920255667644966,42.633686580346186,0.8274156791970018,59.340042052251775,0,0.5318738484003442,124.77816715018002,0.26022402103534836,0.8803921508660508,0.16309800615162018,0,Low
14,3,2.585684140594985,2.191543220312718,0.08903901485538662,23.599992332213738,64.88667696694431,0.5216983470780259,81.22002437360815,0,0.7519660362787821,80.20860915476317,0.9196616570875022,0.7133155976729764,0.766553370339731,0,High
15,1,2.44217585880588,1.8341272570260096,-0.6642172138588993,30.050952134440465,63.40881317563821,0.5332082022407174,83.96793949608232,1,0.8740053222476944,97.72563152593727,0.7593950917969665,0.8665707345366427,0.5820309197786347,0,High
15,2,2.3494481522053556,1.4766937113436294,-0.41953353665097143,36.96835452861022,51.235330922703994,0.7759141121117925,74.37637852025,0,0.3140265452372665,99.5098472622862,0.5528668195368782,0.7605313645786322,0.9149446288475109,0,Medium
15,3,1.7607390048162863,1.467822237377374,-0.2259576220116518,20.408032213764127,76.40886805641249,0.5524695901639747,52.025976271983495,0,0.6227488201186433,86.54451081581016,0.2520569285440468,0.2699015327254326,0.3648406537675234,0,Low
16,1,2.1400778958026456,2.009005642106303,-0.183137166712938,32.08977964516919,52.16440029371348,0.5111733942134287,82.8064402183601,0,0.43079898263306077,99.57865093498836,0.11089152324417118,0.8096348063079906,0.9827149920671255,0,Low
16,2,2.269680614520106,1.9673592883554736,-0.32009514411434103,25.540508977392484,57.98901642368425,0.5857564988240112,92.10193918027606,2,0.6347257895213103,102.47854231406974,0.8987592259799747,0.34348775164026374,0.5758276467140232,1,High
16,3,3.0285611131094576,2.360639437178572,-0.3114781406003085,37.246698328794636,61.750498236746225,0.7824245854997872,86.01621386632007,1,0.5798682538553348,147.81362276977353,0.892666015822917,0.38928747407277825,0.9734019561875338,0,High
17,1,2.6718091447842305,2.060180037014456,-0.21788998293447667,25.669222985281586,44.009275127051446,0.8516704772594662,91.49789594776593,1,0.6454611489313706,126.80216663925864,0.11069559569569154,0.5157205015989319,0.02706065404711533,0,Low
17,2,1.618479922318633,1.1987678792960728,-0.34621389549153603,33.73511440563818,77.28646876854529,0.60123928207069,60.02547617754438,0,0.6305773328512345,109.8203555591441,0.7972166660964961,0.4516536530610695,0.727976322412388,0,High
17,3,2.6620419846973977,2.2207790470891675,-0.0213637484130188,33.48439264894794,54.981446098041644,0.8341297186040872,94.44439698282413,0,0.8760642235011373,149.16381224868564,0.44664506930991266,0.4573213906423297,0.8166215242927363,0,Medium
18,1,2.3074588597918417,1.400775749074235,-0.13213017715367953,24.4298709771928,43.23116855497374,0.5912381655496146,66.10967253239814,1,0.6313116653608417,90.72626241642278,0.3239669328305401,0.3354076193632366,0.053173286676487574,1,Medium
18,2,2.1615389998470205,1.6464114912190593,-0.12543512979887306,20.695983997367,55.491646947013194,0.8067287133156286,50.67024071259955,1,0.8077392528749203,113.32358357513391,0.7391045362087072,0.4350968376876355,0.5789696640162457,0,High
18,3,2.805838144420434,1.9000800825006778,-0.4932313446740834,28.184991475707946,64.00810188370323,0.7059798399478994,92.16958231645353,1,0.49189217208050795,125.29435449343346,0.6143295410607306,0.21573007198070543,0.8019422935894484,1,Medium
19,1,3.0154997612479755,2.598266995913586,-0.31587768488114054,25.783863039317396,60.54610687285319,0.8268997546668084,97.09106344823633,1,0.5628604132746293,83.8906444138854,0.7800301075933374,0.5783287573506608,0.5610387252230727,0,High
19,2,2.9656400595580994,3.0439674224021447,-0.36009318974414073,36.17955499227418,67.78167896149097,0.9975263762396236,82.77790987086743,0,0.5822480856268859,130.1899200658183,0.07432886063293709,0.8148727670158455,0.06381359040546664,1,Low
19,3,2.080391238388681,2.042689223654473,-0.5011202751378931,36.007283769106905,42.21935768271643,0.968908482616281,61.571831523171234,3,0.46723682600122785,86.99071470453929,0.3185870199574564,0.8897978953798718,0.6934472408983114,1,Medium
20,1,2.3453938120743927,1.726721352511845,-0.2279671632108466,29.14047904385251,51.381624410882246,0.5021408789180518,62.58722321412652,0,0.5278741568867732,89.81976160197739,0.31931685041673574,0.8563428471675507,0.06059691467330863,1,Medium
20,2,2.665631715701782,2.0138022593922202,-0.4075291515559633,32.13024450646438,72.76922307360408,0.9427193821811528,73.32964367178097,0,0.6591078476800651,91.17826587234589,0.3297530922877655,0.5331661751960906,0.8174688950164385,0,Medium
20,3,2.9877725635611796,2.1550621703495345,-0.16891923402995257,32.0851903197385,43.19574751165443,0.5332453975873832,94.89155398007097,0,0.6481126579827194,145.02228786588626,0.5024798726438054,0.7843411849310851,0.043034183306694396,0,Medium
21,1,2.260412881077355,1.6717329497771234,-0.5140383125788663,36.543162968552465,74.2194381878383,0.9765232930799225,57.47988280737792,0,0.6818612067440883,127.82648815967174,0.28301380308094737,0.43031261927617,0.1373973810103708,0,Low
21,2,2.4071705116680913,2.518084542364929,0.04380812256836425,28.50004828246395,43.67584368308425,0.6409128395498424,91.29868347917434,0,0.5110907492520846,125.87992507721728,0.4443836100875197,0.24444997817409436,0.2751075905232685,0,Medium
21,3,1.946832512996986,1.8920283036765608,-0.4792665317184124,25.50893359581018,73.37816859566786,0.6910174152056354,64.56514043525752,1,0.48949889709183425,118.88454475254946,0.3677775931154158,0.7407772203130134,0.6333647922608,0,Medium
22,1,1.9018966879596646,1.9990972356365577,-0.2561395325599128,25.300698362810948,54.431536043149066,0.5458191025878639,90.4293084714549,0,0.6669707296524978,100.4964199086572,0.7352960480205113,0.7190369317891248,0.976359099631306,0,High
22,2,2.906262911197099,2.0663697008217845,-0.14162813792238646,30.723845585644085,64.48836253028864,0.5561363791644548,96.01355988007694,0,0.379717049056515,123.46227932195461,0.6035007956750501,0.8413035163703004,0.11782285261993442,1,Medium
22,3,3.1781200142854114,1.9686346442457823,-0.41412808604002255,28.98296405464425,46.115484625919926,0.8633702826146599,71.37469359971601,0,0.451818926119284,108.71048039220479,0.6536294323173154,0.6928849653623039,0.14270766921391842,0,Medium
23,1,2.463994939209833,2.135576200187845,-0.12950627131340986,28.802415419698725,42.64674886900723,0.9721661178741459,68.25253270527654,1,0.32527664217179714,90.17913050648303,0.21058389408264444,0.32551329997913314,0.3688703967009803,1,Low
23,2,3.001766448946012,1.5530987253812307,-0.5458367195600833,21.822746781794145,48.6375281608054,0.8053742474771548,90.11106594856508,1,0.34356651155764806,128.27181032294132,0.32550216532688936,0.8825299136401585,0.8362191377553202,0,Medium
23,3,2.680818012523817,1.5766792984215878,-0.009576460163487899,34.37207481380391,45.114152716347824,0.8579250077634055,76.4741441189697,0,0.44602996755636537,89.07075175509459,0.021165447612074284,0.7018022304149607,0.46723095275081417,0,Low
24,1,2.177440122697438,1.359938306811322,-0.29717014700684835,24.274733759638213,52.49623590718527,0.8809848722985767,84.22245242315987,1,0.3117175681781514,93.34680067148213,0.10837470729316989,0.8460877592280032,0.32161060025582167,0,Low
24,2,2.680697802754207,1.9758004922480907,-0.4192822815937759,23.939072604174427,60.5753298604408,0.6314071372764709,81.14146184805898,0,0.4472463552524769,137.23895182933242,0.26505423198888733,0.8192856963008326,0.5612038322088613,0,Low
24,3,3.2690182832329846,2.1115746014048455,-0.3598363544854869,28.255166405547868,63.550378542600384,0.5226148154601075,57.644442282239815,0,0.6929857938372157,126.20819672876078,0.06546372130202105,0.43829158978007077,0.26052319744575003,0,Low
25,1,2.482086980445024,1.9831091464607544,-0.1382161461214561,24.55556683235603,71.5947242951897,0.5009363719595843,92.23951801447808,1,0.33666424708135984,124.16938079495498,0.6026324003547024,0.2596423798816419,0.40115990724752093,1,Medium
25,2,3.282321827907003,2.4697969733390153,-0.41689105837008766,31.677165346160308,66.24959572993434,0.6753246414770093,59.78875557065681,1,0.5620420066767846,109.27419490399069,0.9981301159238253,0.3412035272716679,0.3326051492320419,0,High
25,3,1.1901274479551278,1.7977615924683814,-0.4498715378845555,27.429266786689432,64.35033300518212,0.620732114099608,96.61410720353905,1,0.8478652721517297,107.73963627675599,0.10081521406538851,0.27428986745060063,0.8041410224146459,1,Low
26,1,2.910951252187612,2.067496662237005,-0.34430731951674765,28.9782344518558,56.47128109943098,0.5311588625245929,62.528564571107395,0,0.7747708973552406,128.31838264297807,0.8212302126692651,0.3947299456641091,0.9242557264380008,1,High
26,2,2.543523534119086,1.3633196495442743,-0.5353924225539937,30.743386432080577,58.95233739840555,0.5897641462468334,86.6940486636871,1,0.48326250137691434,131.8003877026332,0.11881624726514717,0.5676258184207944,0.7595721921569119,0,Low
26,3,2.3504963247670663,1.6451601190102396,0.06410878158836314,24.070710449636096,56.58083317560724,0.5622494491339739,64.2327696746796,0,0.8548832875149883,115.71492416550174,0.6699140187964361,0.9254484839850263,0.4390835760299835,1,Medium
27,1,2.545880388267751,2.078215103026311,-0.41327891824294466,23.115032457310598,73.68664120245532,0.9574391903086852,65.8892704293432,0,0.4977878980486349,147.84884710439684,0.6431576030590171,0.8976150047365077,0.5043349774966638,1,Medium
27,2,1.5062155426995536,2.139640844297258,-0.13367664276391927,37.6084380574721,49.200018101935996,0.5701336067295845,65.50009263911527,0,0.34350929780253747,146.89896912432104,0.9027169348111993,0.7748798520765825,0.12507369392943568,1,High
27,3,2.390164056081244,1.6824132209343272,-0.2581059832704455,28.67447405662842,40.228837261678585,0.7688242319938396,87.39461270130417,1,0.8964335740608682,108.8700643008931,0.11394561368051237,0.2192898876382608,0.7468647111345378,1,Low
28,1,2.678556285755873,1.7713602992567734,-0.4969068100963936,28.24187219265078,66.05279588904958,0.7965529775560822,77.84075589846965,2,0.8220135163135032,137.44355779982075,0.3154444660818978,0.4731113610564428,0.5964756793950441,1,Medium
28,2,3.238947022370758,1.1928505013276762,-0.30119094184254586,20.71224300545683,48.09848734555325,0.7717447288543169,94.14762279237486,0,0.5795596699806554,118.02874891188907,0.09077976035468571,0.7458787411876158,0.9024399961374364,0,Low
28,3,2.2408648908631763,1.6571883196773562,-0.14319944413785038,29.959526051747865,75.60460545239238,0.549528217107994,65.36863596020224,1,0.6998259145154424,115.82291212900222,0.4073833258044338,0.30322311747125474,0.2006111435751532,0,Medium
29,1,2.0957531985534064,2.1561532654079145,-0.3376522670172613,31.083394432220004,74.36185318826625,0.6593991808752756,84.59962610283722,2,0.7027368467140022,83.84748429650563,0.9115931735574448,0.840870280012727,0.7597261219326121,1,High
29,2,2.249121478207732,2.0300820064426266,-0.06137741082979439,31.176817419093332,43.06909487712824,0.5256351662315766,87.64742998315553,1,0.4166893384382762,120.17822973278172,0.7815231510618561,0.9316589439900749,0.6846716617191897,1,High
29,3,2.957701058851037,2.000266288552484,-0.09569692144362721,34.14062338645769,44.255536216563094,0.697834957048158,57.57410565149791,0,0.42002917989217936,143.0404551394215,0.7229001004453192,0.4832835573102604,0.2658455338097522,0,High
30,1,2.6643755548298422,1.819909474872384,-0.11621702906833412,23.549636699820237,59.80686368986665,0.594299465635796,70.02946786599055,2,0.5817484220110956,134.60936944365645,0.533027504862702,0.7646744494910667,0.6673786395408251,0,Medium
30,2,2.235119898116481,1.8028252634512707,-0.39193135445459937,25.044462684612377,64.3689065107742,0.7808162666421898,74.14087471752055,0,0.8469438840826189,135.04220012894834,0.8834857423355229,0.3185633061349707,0.9243733805766495,0,High
30,3,2.756633716556678,1.5358715442106212,-0.5159684895562974,36.21460930460825,50.99633349928963,0.8464041969245503,67.78436949471872,0,0.3059962649151425,91.19503270034375,0.44944179824132835,0.7526531592904215,0.9184359876671189,0,Medium
31,1,2.5485387746740202,2.079531368081014,-0.4227175210725589,38.94341233686788,68.67190866797483,0.7660599301023532,66.1056297984569,0,0.7695033815696156,105.09146129934945,0.14968566710063824,0.21716432982963463,0.7196265745161413,0,Low
31,2,2.9843224952664444,1.968389177755756,-0.2607518118666559,22.718654947346412,63.79664083675486,0.7171183483056979,84.32099469988209,0,0.3345160702287925,96.32434416551651,0.8375852231207792,0.3206172054488808,0.0480731125340601,0,High
31,3,2.148973453061324,1.9968075391971198,-0.1908426572935289,29.952991090104362,52.99296438994219,0.6936667104283463,60.79331988297443,0,0.5869332689298707,102.11406977189452,0.27963832805172684,0.767905157286936,0.8722643373201615,1,Low
32,1,2.336168926701116,1.589586062932968,-0.7343142809520895,24.28352505479174,41.01485952169262,0.9208458840485019,85.46953726255643,1,0.6827236998440859,120.56775404456079,0.05363354102444806,0.769480178301045,0.6577786070045399,0,Low
32,2,2.303945923433921,0.9386628320515022,-0.30162264032235003,21.20146336709965,70.0060112519407,0.609684032532635,96.75220981953652,0,0.7120555602494789,105.53486693591735,0.12603803066879138,0.7129301646761417,0.31043425318273443,0,Low
32,3,1.7682425259339407,2.2388610847014783,-0.2683821549353631,26.510066762522708,48.59014663300331,0.8671091697644344,78.25987605888756,0,0.33508755816954683,119.24884722249863,0.6090589161941482,0.5818912195073627,0.1872503617056993,1,Medium
33,1,2.648060138532288,1.6084650175966384,-0.3555088512631103,22.873752503684255,73.37894973850513,0.8787411623700595,80.5717118369737,2,0.551162170430381,110.6950873792204,0.6070819639211725,0.7399264729375561,0.11620386299731711,1,Medium
33,2,2.6305276360899446,1.4548896943827518,-0.04174523219682419,34.198661468684925,56.8116104021702,0.7096000036353672,53.446635106204454,0,0.6503023563013948,100.06308909148093,0.2601831710820345,0.8190406386310307,0.05023689925776098,0,Low
33,3,2.5025567283212307,2.0773915647655974,-0.2156439851498258,30.674508273428888,63.08309770527062,0.6486502996128196,93.2238451808914,0,0.33962732238360416,86.6782403943611,0.7271801479459791,0.9731853272293951,0.7541032479507565,0,High
34,1,2.3827064333124266,1.6431949440323481,-0.03796161838382056,22.87668941980622,74.91794921636009,0.7352707430229877,64.27238935999327,0,0.38105673395718587,142.42869201413478,0.7736401553995343,0.9109128252388841,0.23584299894327532,0,High
34,2,1.7923146289747929,2.223974553618649,-0.3431921040700464,20.184831768110286,74.54492003679813,0.5466069629463493,80.75255827642825,1,0.6981893937024232,80.7961356203254,0.9205026261336182,0.8356273620528998,0.02425293604325507,1,High
34,3,2.2896773386173206,2.046802379830679,-0.11250450149861499,36.16314098048426,54.86078300974293,0.5229650161145449,98.95560848724011,0,0.6129829179543911,80.11567416993798,0.584937498678237,0.7558060133714983,0.3972706518419893,0,Medium
35,1,2.328642741736615,2.073427729280191,0.027013278905503924,23.52388812328495,48.35555570859373,0.5558015997259459,79.77513002864039,0,0.3970971967609743,137.8758417834482,0.7794233641475729,0.6593244363458939,0.4826070805923389,0,High
35,2,2.0988613653891903,1.2536177155197863,-0.03766131014546775,32.12433284441532,71.00584310914378,0.5935725157311131,86.23547437321888,0,0.6211436021488401,149.77676582280532,0.7530996797716337,0.296487058681533,0.1692302309001269,1,High
35,3,2.4193571441669954,2.2847775941545603,-0.5184283186857466,26.73843826153491,57.32320814408524,0.7520884101690215,72.2659809111876,1,0.8476154240666496,130.89719793995593,0.2578090484671929,0.33244547367871435,0.04404833616254977,1,Low
36,1,2.702025428407269,1.9045002124935424,-0.3507352155084762,31.70971876630071,47.68167974236016,0.9245683180805611,53.01829217575287,1,0.30935255086521835,81.06916866440193,0.31022592793765935,0.8562236485367196,0.18912548309806887,0,Medium
36,2,3.443092950605265,1.6522891443015189,-0.36903294108995927,26.31307253964648,76.17701369268602,0.6178211659998435,89.87996747448943,0,0.6855802640915127,95.86831586679594,0.47848239575287144,0.8426503297657766,0.6791027618365744,0,Medium
36,3,2.5872889064159197,1.8573553869369004,-0.20214909298473446,21.738791213845083,47.924167769643496,0.9675810053733891,51.749942063199285,0,0.34419026076320514,148.0275890183373,0.019038967529248496,0.6915671407786903,0.0822436772512064,0,Low
37,1,2.6287751953613823,1.089505906840672,-0.16272928899709335,24.459000171155072,41.03228672764924,0.9774539544675017,85.0328914443927,0,0.3038696657788205,136.60229765216843,0.29739777315772353,0.5510721061729227,0.5550370305569938,0,Low
37,2,2.462777042116916,1.9634611245922684,-0.46777853480514725,23.76117132958151,40.8111989506968,0.9794523024226026,51.146078657481844,0,0.39039269319638026,119.67598906632978,0.47388287334423795,0.22082611985888453,0.14641198790816667,0,Medium
37,3,1.5406143923504794,1.3882513967271715,-0.28643229721661245,28.560387048792876,64.89261425817057,0.918781367338162,93.11526182883352,1,0.5537439791123516,96.58024966082513,0.10806929528114373,0.4617415540228351,0.19568917358041937,0,Low
38,1,2.4867430622753917,1.2589318856625864,-0.7039854664312273,33.16567566852315,66.46700242870122,0.6819125203988603,57.88180179164903,0,0.7814063993891718,81.00591441487242,0.12627588777512544,0.5365117260522543,0.3930778832666987,0,Low
38,2,2.530115104970513,1.1910563255128435,-0.011610998839622022,25.27612149892715,52.44166820227936,0.5363419555013116,75.71357477212756,0,0.46907129796273517,81.46030308461863,0.46323673573734114,0.5886530289387364,0.10082533605373134,0,Medium
38,3,3.731621056242643,2.24507534999597,-0.40247484813533874,20.241398706012358,52.800439569882535,0.7844093658832474,79.85753522415737,1,0.6754039274332553,122.83866044711587,0.7309650315859312,0.9434596788489673,0.17320350278221286,1,High
39,1,2.403819517609439,1.5482946425228845,-0.2888272120311006,30.378747285295137,53.57975660239771,0.7793407219686168,72.87727036867061,0,0.546693982773184,81.52823134466962,0.8337489309206831,0.28696751984011426,0.34895241145135414,0,High
39,2,2.650773671166806,2.4134910839665995,-0.36192994279761226,32.11518978717944,67.20634187035515,0.9249878835547978,67.03817446744436,0,0.4405990751796048,149.55410993477608,0.5463138975047486,0.6150935358238163,0.32966900549836686,0,Medium
39,3,2.4826441151473784,1.585679414779081,-0.07079448499731697,39.25740988003619,42.32535164107314,0.9979955254730526,73.39071480904859,1,0.6085482685697152,92.83686834456167,0.4747489875467311,0.4943378375666238,0.7492714856757319,1,Medium
40,1,1.9156609811902339,1.1170568169628212,-0.8675012882794757,31.789416061864937,77.16465410765304,0.7540786532800738,65.57078769405794,0,0.778478694223574,129.74951533084942,0.3842805684597552,0.9920784953728414,0.07478230512642436,0,Medium
40,2,3.0714114072575103,1.3533902240205364,-0.3033220684651818,29.423451187562836,48.90084176709786,0.6726020155198922,71.90611735404316,0,0.7994954220336865,90.85418049886894,0.19294899243760621,0.8894912130263244,0.8604507356663434,1,Low
